0,1,2,3,4,5,6,7,8,9,10,11,12,label
-787.99695,89.903076,73.900566,51.91457,32.47425,11.94623,-8.907086,-25.083368,-36.76646,-46.20822,-48.600502,-43.821835,-40.978867,Fine Crackle
-791.0136,89.7034,73.357925,55.882454,33.721394,10.6754055,-7.0309124,-23.481178,-36.831425,-44.587738,-46.555286,-45.97857,-41.022873,Fine Crackle
-785.1924,99.22733,78.12709,56.15222,32.67318,12.265253,-6.046523,-21.961956,-35.777744,-40.555115,-45.38595,-44.18882,-38.37313,Fine Crackle
-801.9093,77.41954,64.775536,45.020184,28.778534,11.135865,-6.363431,-16.548996,-27.18489,-34.189003,-38.728752,-38.14057,-34.603462,Wheeze
-794.58795,82.49063,68.515755,50.871227,31.360943,13.446099,-3.9234583,-19.660666,-33.66925,-40.813393,-45.362625,-43.123123,-39.792778,Fine Crackle
-778.45105,97.892815,75.442154,52.617546,32.87474,12.514839,-5.469575,-19.360313,-30.173954,-37.146954,-43.029236,-40.86367,-35.397736,Normal
-783.7411,89.63657,70.424,57.497955,36.933125,17.349266,-1.9102767,-20.044254,-33.161407,-44.062096,-46.73804,-44.256966,-40.628777,Normal
-799.08,82.53951,72.53439,53.265213,36.185318,16.247786,-1.9053979,-20.132504,-31.101637,-39.060318,-45.769337,-45.46382,-41.555527,Normal
-800.1793,79.68826,71.39875,54.185944,36.58008,15.172438,-3.531184,-18.435099,-32.19404,-38.623142,-43.369053,-42.762856,-38.302414,Normal
-834.05145,87.21109,71.62611,51.779194,39.359985,19.603254,2.0472937,-14.593625,-23.24144,-31.840073,-36.815315,-35.922153,-33.513493,Wheeze
-782.2157,87.795784,69.25743,51.087055,31.437479,13.576982,-3.327638,-21.205915,-33.564114,-40.364807,-44.23575,-45.169075,-40.840813,Normal
-776.29083,96.441315,68.741615,49.80808,32.09461,14.844968,0.3353052,-14.265229,-26.632307,-30.116732,-34.76517,-38.58652,-34.73276,Wheeze
-779.0343,94.909225,76.055954,55.068592,36.848236,14.705534,-5.2623625,-22.485529,-34.651512,-43.182194,-48.868683,-44.087128,-39.33831,Normal
-793.82733,82.14211,69.273636,51.9762,33.48306,13.966299,-5.2870383,-19.765877,-31.199408,-38.658363,-43.918644,-44.388485,-40.552856,Normal
-779.8571,87.26932,67.08772,49.34845,32.332344,13.988979,-2.2345765,-17.737808,-30.487104,-37.263176,-42.228443,-43.42617,-40.853687,Normal
-784.2647,86.403046,69.54121,50.861828,30.89667,11.400124,-7.098702,-21.615398,-33.87294,-41.53834,-44.842606,-41.51757,-39.360355,Normal
-788.96313,82.71843,67.993095,53.017925,33.06466,13.075264,-6.9605465,-21.954273,-34.4221,-43.09038,-46.102478,-44.80905,-39.58555,Normal
-791.74414,81.11089,67.57317,49.969624,32.357353,13.716763,-4.702358,-21.455442,-32.04046,-40.861324,-44.12274,-43.103825,-39.14783,Normal
-786.28674,90.47498,74.75739,55.36064,34.940556,12.888941,-7.277541,-24.014784,-35.261295,-46.04229,-47.88893,-45.551273,-39.397034,Normal
-774.9732,87.58551,68.62253,50.12697,30.734436,10.973916,-7.028367,-21.534836,-32.77261,-40.02731,-43.584423,-40.48915,-37.93682,Normal
-796.9562,80.88684,69.977264,51.45012,33.725174,13.062683,-4.9819613,-18.601532,-31.56762,-40.317677,-42.943558,-43.20676,-37.405453,Normal
-795.3155,84.16642,69.86391,52.459614,33.54495,15.132145,-3.55211,-21.864895,-36.26887,-45.59465,-48.11698,-46.602356,-42.256645,Normal
-785.6172,91.28112,70.852455,51.586594,34.19641,13.038052,-5.210273,-22.880653,-33.93037,-41.387997,-44.53914,-47.121548,-39.138863,Normal
-795.0402,83.9945,72.10412,52.6848,33.77683,15.336291,-3.4474494,-20.58497,-36.395973,-44.770626,-47.62246,-44.07693,-40.731922,Normal
-802.6927,74.83745,64.28715,49.636593,32.645256,13.913517,-1.6150185,-16.817719,-29.55495,-35.916077,-40.441864,-41.724644,-36.02797,Normal
-799.3984,78.5171,70.724846,54.38458,35.869106,16.657526,-0.9892766,-18.535341,-31.245811,-41.081432,-45.12711,-44.877594,-41.425167,Normal
-787.11334,91.81018,72.809784,53.021114,30.054087,13.317756,-3.006706,-20.078213,-29.602913,-37.69826,-41.4494,-39.075634,-36.319736,Normal
-783.1233,88.18615,66.00012,49.84634,30.305178,10.364615,-4.497848,-19.571579,-30.145601,-39.101112,-42.443424,-41.031227,-37.71908,Normal
-795.50256,79.9823,71.099106,51.85395,32.513607,13.805816,-2.8687518,-20.4041,-33.807697,-42.66776,-44.04762,-44.276466,-39.935303,Normal
-789.84674,88.92315,74.791756,55.095776,33.9077,14.440208,-7.832455,-24.4395,-37.4175,-45.25755,-49.429058,-48.680523,-42.222683,Normal
-774.30554,97.997,71.89345,48.581562,30.53153,10.196027,-7.1819177,-21.031055,-32.06841,-41.275227,-42.010174,-41.263313,-36.19756,Normal
-778.17847,88.186806,70.31808,52.143425,32.476364,12.230562,-5.2037735,-21.940075,-34.734238,-42.220604,-44.216152,-42.055084,-36.205555,Fine Crackle
-796.8773,76.22208,63.077103,49.012318,31.971632,13.276142,-2.040061,-19.53511,-31.241962,-40.824577,-43.038696,-44.177197,-38.782875,Normal
-798.8044,78.08949,66.378334,49.566563,32.9522,14.132088,-4.8781104,-19.67041,-33.830967,-42.720936,-44.06738,-43.133175,-37.56084,Normal
-795.88934,82.22226,68.09148,51.50251,32.948418,12.798642,-4.0633445,-21.543558,-32.383266,-41.60841,-45.69643,-43.86473,-40.581825,Normal
-799.0918,80.17328,68.66948,51.742584,32.528877,13.415798,-3.578835,-20.921825,-32.341263,-40.702515,-44.15462,-44.87693,-40.070595,Normal
-786.8305,86.71134,71.882614,52.56133,33.518276,14.315111,-4.7251596,-22.922634,-35.044083,-43.125217,-44.333496,-45.70804,-38.67384,Normal
-789.2853,84.237755,71.43274,53.020153,33.885975,15.081128,-3.780494,-20.68416,-34.166008,-42.916298,-46.07706,-45.900173,-40.514946,Normal
-784.49493,92.19509,74.99343,55.761112,33.794933,12.093793,-6.4454803,-22.806612,-33.375286,-43.87526,-47.22172,-45.940617,-39.035145,Normal
-799.9767,76.22157,66.104546,50.776875,32.169224,13.163932,-5.6410413,-20.368397,-31.799713,-38.841938,-44.489285,-42.734123,-37.968884,Normal
-785.0579,89.487595,69.766106,48.806057,28.849258,10.237157,-6.711922,-20.873905,-30.727825,-37.6807,-39.12389,-37.023746,-36.152485,Normal
-788.11914,89.762054,75.34862,54.818287,33.748104,14.625848,-5.1092124,-24.808418,-36.388386,-45.94934,-49.18695,-47.24919,-40.097015,Normal
-803.173,72.673935,66.05367,49.723,33.065838,14.578055,-4.842973,-20.581148,-32.31883,-38.51338,-44.05867,-44.254753,-38.609318,Normal
-800.58746,82.130516,69.31191,48.456898,32.00028,14.052353,-2.7120037,-15.551799,-26.953588,-34.77055,-41.788704,-38.51366,-35.130466,Normal
-787.8249,84.49977,66.91285,51.175232,31.888752,13.794591,-3.6231656,-19.644556,-29.288536,-39.33568,-44.35978,-42.75325,-38.491753,Normal
-791.9527,81.60621,69.31425,50.693077,31.93698,14.414138,-5.137064,-22.940184,-34.334682,-42.18626,-46.1191,-45.59176,-41.893227,Normal
-791.7249,81.808235,67.87922,51.834354,33.833004,14.170293,-4.6290417,-21.061668,-32.180477,-39.76717,-43.43672,-43.398464,-39.218185,Normal
-772.3924,103.44717,69.90383,49.728947,32.159393,11.502663,-4.8677287,-19.969477,-29.411104,-36.21948,-41.065407,-40.026836,-34.1652,Normal
-797.00977,78.2387,70.317215,53.43064,35.723297,15.621368,-3.1150563,-21.114746,-34.55548,-43.141357,-48.711792,-47.784153,-43.587486,Normal
-796.5685,79.78964,67.63421,50.91948,34.250465,13.668758,-4.5064764,-22.048338,-31.676867,-40.92449,-47.106194,-44.71411,-40.146988,Normal
-782.252,93.45905,71.87253,50.90289,32.950764,11.404602,-9.609735,-25.276997,-38.58041,-45.375774,-47.571194,-47.298504,-38.97426,Normal
-791.63074,85.12604,72.21061,55.21328,37.60898,14.261487,-3.2670994,-21.80989,-34.408882,-45.03687,-49.149902,-46.931602,-43.285988,Normal
-789.2833,91.17136,79.12912,59.158054,37.895836,13.579916,-6.652749,-25.96679,-41.260555,-48.37077,-52.142635,-50.376324,-42.364727,Normal
-748.33234,91.91163,77.128494,57.10059,34.61197,12.187874,-8.527552,-26.33903,-39.866512,-48.329052,-51.231842,-49.088593,-43.2571,Normal
-793.371,82.35657,72.28743,52.717754,33.48535,13.796541,-6.1887746,-23.440493,-35.145203,-44.377785,-48.47253,-47.108078,-41.320377,Normal
-774.7363,99.22425,77.37121,55.522568,33.287464,10.38286,-9.475687,-24.902857,-39.010178,-45.237644,-47.280346,-44.640106,-38.655148,Normal
-790.91644,87.09374,72.64943,54.83312,35.836636,14.70547,-4.65407,-23.586628,-35.800125,-44.60651,-45.77583,-46.324448,-41.11274,Normal
-760.97217,101.42632,70.53211,48.121155,27.82119,11.90046,-7.1280837,-19.275188,-30.09752,-38.641514,-38.970352,-37.057148,-32.67731,Normal
-788.3884,86.327995,72.23427,56.7578,37.004124,15.399113,-6.2062163,-22.029417,-37.512913,-46.192356,-48.92769,-47.428402,-43.16129,Normal
-750.7523,97.81203,72.13048,51.06036,30.988285,10.01547,-8.425409,-21.625774,-34.095455,-42.713856,-43.376625,-42.98301,-39.99345,Normal
-786.56573,86.33791,71.96882,53.82852,35.741985,12.808261,-7.704037,-24.58009,-37.70624,-45.614296,-48.748154,-48.780388,-43.20157,Normal
-795.06836,83.88796,71.479645,53.87208,33.142715,12.9198,-6.1663833,-22.788832,-35.655125,-42.361233,-46.034092,-44.168926,-40.271935,Normal
-787.13873,89.55149,73.203896,55.866367,35.203533,12.840321,-8.890748,-27.564146,-41.76353,-50.066006,-51.779037,-48.2511,-42.083084,Normal
-788.8891,85.01495,73.65906,54.497356,34.744324,14.562416,-6.793336,-25.293226,-39.739876,-47.7689,-51.06434,-50.178635,-43.136204,Normal
-798.9477,79.90883,66.10405,50.34804,31.690462,11.87731,-7.540847,-23.435843,-33.532787,-42.494896,-46.21886,-44.284615,-39.30338,Normal
-780.0485,92.172646,71.95544,52.5578,31.589628,13.356282,-5.186709,-22.11136,-36.110317,-43.30098,-46.49439,-44.857697,-39.771946,Normal
-774.35376,102.09353,77.379776,52.92104,32.226116,12.872943,-5.665722,-21.807768,-31.661491,-40.37224,-44.430344,-43.627403,-37.518776,Normal
-791.15344,90.58075,76.80023,56.682396,35.524487,13.137509,-6.239544,-22.784578,-34.677593,-44.586845,-48.13669,-44.982616,-38.769676,Normal
-790.59015,83.10506,70.39814,54.458633,34.85279,13.714784,-7.1400933,-23.697529,-36.32685,-45.0581,-49.2145,-47.56519,-42.16917,Normal
-788.9313,89.13215,72.07092,55.06951,34.142895,15.526563,-4.2717032,-20.75121,-34.765373,-41.72826,-42.91875,-41.448856,-37.306194,Normal
-745.0071,97.68639,80.77233,58.759296,34.662155,10.03963,-13.206203,-32.666496,-46.719543,-54.464752,-55.926834,-51.959785,-44.497135,Normal
-771.999,104.18704,79.23154,55.39522,34.066406,12.306949,-6.231131,-20.870798,-34.380722,-42.80504,-44.21705,-43.095577,-38.520008,Normal
-759.07983,124.938,92.005745,59.866768,35.87197,8.951415,-8.191925,-25.343689,-35.98701,-41.129166,-43.81211,-43.30687,-36.82533,Normal
-802.11804,81.56261,71.752,54.04579,31.611279,12.506355,-4.6383195,-22.546003,-34.187275,-42.064636,-45.089764,-43.458244,-40.505302,Normal
-795.49426,83.78747,70.558266,53.9959,33.397057,16.097593,-1.5467526,-19.063953,-33.100533,-41.09156,-43.47003,-42.167416,-40.143333,Normal
-782.72943,95.44181,80.97108,60.45166,38.132755,13.912567,-9.706224,-29.20448,-42.883488,-50.410397,-54.48916,-50.74563,-45.790302,Normal
-789.7002,91.44868,74.53161,53.88127,33.699047,12.199477,-7.6274,-21.661438,-36.28226,-41.170425,-44.530888,-43.67007,-38.2962,Normal
-788.44904,93.323265,77.06841,57.72457,36.796505,13.68211,-8.053514,-23.69528,-36.28338,-45.03656,-49.44005,-48.951893,-42.334366,Normal
-780.6044,100.51612,83.25306,62.441883,39.07897,13.3747,-8.800235,-29.975958,-46.790726,-54.318115,-56.411156,-55.20936,-48.23827,Normal
-784.1864,88.74905,75.62111,55.909306,34.744366,16.07883,-5.1159925,-24.516724,-37.226307,-43.869602,-47.49641,-47.160015,-42.51534,Normal
-770.3229,97.53708,71.41655,49.20665,29.849804,9.399431,-7.166563,-21.79845,-34.889168,-39.61567,-42.681816,-42.46642,-37.169544,Normal
-795.0562,82.54376,70.554405,54.15689,34.434647,14.746357,-6.5285263,-23.625107,-37.02245,-46.910522,-50.34631,-48.02704,-41.16005,Normal
-783.3874,84.4699,67.19925,51.86873,35.99393,16.370579,-1.9605069,-17.166685,-29.959826,-36.647583,-41.093452,-42.760883,-40.321785,Normal
-789.262,86.873314,70.6282,49.371166,30.449762,14.336418,-4.9362125,-19.931416,-33.106747,-43.34614,-44.20159,-43.694054,-41.80094,Normal
-788.74194,91.725746,72.98316,54.61265,34.060337,13.352679,-3.3074043,-22.54539,-35.046062,-44.408558,-49.398834,-46.43141,-41.98389,Normal
-778.66595,94.65494,75.53768,52.764767,29.704489,10.075515,-10.245654,-28.920006,-41.151215,-48.389095,-49.42932,-45.882618,-38.350784,Normal
-780.144,85.98775,68.08367,49.713566,29.75935,11.139317,-6.010394,-22.285078,-34.925636,-40.951332,-43.491024,-42.721382,-39.323017,Normal
-786.9424,86.48879,72.348694,54.971657,35.124435,14.414844,-6.6358495,-23.675665,-36.54287,-47.25081,-47.95991,-48.264305,-43.458942,Normal
-788.25684,83.8732,71.106415,55.573257,35.459007,13.20396,-6.3037844,-22.413748,-37.288822,-45.998722,-48.567795,-47.01373,-42.83156,Normal
-783.4747,98.4487,81.388916,57.75528,36.170383,16.147566,-6.2554193,-22.252787,-35.265903,-43.396435,-45.448696,-44.414326,-39.060207,Normal
-801.3484,78.24642,66.59591,49.566864,33.579887,13.222687,-5.4454703,-22.032486,-32.10662,-40.532654,-46.262646,-43.41287,-36.087605,Normal
-788.04584,93.07495,79.65375,59.488873,36.43083,14.111993,-8.428249,-27.341253,-39.92111,-48.816494,-48.95296,-48.002995,-40.692497,Normal
-798.1664,77.306915,66.28061,49.11559,29.918163,10.879881,-4.7881284,-21.648886,-33.280563,-41.104782,-44.000896,-43.126717,-38.392513,Normal
-790.2754,84.542015,69.326935,51.517757,34.536137,12.512706,-4.8230195,-21.657753,-34.066692,-41.41408,-47.25842,-42.58603,-39.38977,Normal
-780.4346,88.78413,66.599236,48.753986,29.5803,12.297497,-5.826284,-22.792519,-33.22302,-41.391453,-43.42262,-40.791477,-36.537743,Normal
-794.63544,80.491516,69.04803,51.412834,32.84012,12.008564,-6.4968576,-21.209185,-35.922356,-43.2477,-48.395317,-46.403187,-42.97565,Normal
-798.8218,77.29614,68.41264,52.046654,35.113453,13.721806,-5.7401714,-22.558762,-36.088722,-45.484535,-48.773422,-47.90365,-41.52205,Normal
-791.0404,87.32104,70.38861,53.063904,31.982224,10.667626,-7.1553717,-23.141262,-35.89633,-44.03517,-48.297768,-45.72436,-40.358192,Normal
-791.1296,85.46329,66.743935,49.72735,31.024694,10.842068,-7.646466,-24.569714,-35.668777,-42.793194,-47.12859,-44.994743,-39.799477,Normal
-787.82434,84.32861,67.42293,51.13497,32.786613,11.802602,-4.425883,-19.913647,-31.86564,-40.59388,-44.79231,-44.761932,-40.51971,Normal
-799.76666,77.56479,68.114784,55.100155,34.432552,13.572613,-2.287073,-21.591366,-34.593662,-42.77297,-46.88774,-47.065273,-41.60835,Normal
-787.2646,87.24411,68.97311,50.855423,30.833063,11.353718,-6.8189883,-22.322615,-34.80643,-43.748615,-44.75514,-42.20756,-39.551723,Normal
-799.32074,80.6182,68.37714,51.56566,33.55813,13.982642,-6.2607093,-22.959694,-35.223553,-44.112625,-47.02875,-46.674168,-41.017265,Normal
-796.28864,80.959175,68.012215,51.450127,33.536015,14.065872,-4.700809,-20.829515,-32.86683,-40.729256,-43.69852,-42.91042,-38.834114,Normal
-802.1805,76.198906,65.33064,50.233997,32.334408,14.50351,-4.801378,-20.416334,-33.303673,-40.00233,-43.48978,-44.041874,-40.845444,Normal
-800.1577,75.638466,67.38457,51.95264,33.701702,17.065287,-3.395605,-19.876495,-32.586956,-41.432907,-47.377132,-45.40353,-41.206657,Normal
-802.88635,76.802765,69.00164,52.39525,34.64665,15.787826,-4.424685,-20.7291,-34.17673,-43.290417,-47.513,-44.83794,-41.6659,Normal
-796.85486,81.35482,70.0991,54.833614,35.87475,12.862539,-8.089393,-23.801428,-38.66715,-45.724052,-48.295925,-48.0314,-41.202583,Normal
-783.2008,93.12315,75.58098,55.188435,33.68855,11.987659,-8.913818,-26.061169,-39.990707,-46.66442,-49.22553,-47.296673,-41.19875,Normal
-785.6599,90.68514,72.8405,52.649067,34.054707,13.864282,-6.895672,-25.630827,-38.045673,-44.060894,-48.00223,-47.711636,-40.60272,Normal
-795.967,84.154945,72.136795,54.003513,35.591885,12.694877,-8.578319,-25.706663,-39.05517,-46.27589,-49.676434,-48.69305,-42.477592,Normal
-801.0074,76.50584,67.77885,49.25218,33.187347,10.688674,-8.157052,-23.84425,-34.139225,-42.549175,-47.69064,-45.81664,-39.327827,Normal
-720.56213,81.573906,67.41262,49.821217,30.651445,10.862339,-7.8419886,-24.065666,-36.608974,-44.415604,-47.288418,-45.687294,-40.33926,Normal
-791.0826,83.53275,71.51059,53.69534,36.281906,14.662994,-6.6442466,-22.077127,-36.58495,-44.4537,-45.97629,-46.607765,-44.146137,Normal
-778.3913,91.65194,72.09177,52.597244,31.586407,12.345942,-5.2463837,-22.10903,-33.05444,-40.12546,-43.119473,-42.16386,-37.17414,Normal
-796.95386,83.36677,71.48805,55.815914,36.18796,13.273117,-5.0248575,-21.618582,-35.948498,-44.95636,-47.830555,-46.663635,-39.32427,Normal
-791.09186,86.48336,73.79507,53.73944,31.15689,10.17027,-7.7669735,-25.499834,-38.003284,-45.112415,-47.87633,-47.091885,-42.10507,Normal
-793.6861,82.976,70.616234,53.798897,32.49252,12.166286,-7.1981626,-24.105598,-35.755325,-44.377438,-47.117355,-46.930218,-41.703064,Normal
-791.0955,89.68745,76.64819,56.492573,34.4916,12.208215,-7.06625,-22.274435,-37.019943,-45.119144,-49.342518,-47.520527,-42.186573,Normal
-793.1744,84.10267,70.97337,54.844112,34.10849,15.389083,-3.187416,-19.987186,-34.55,-45.336292,-45.38406,-45.17509,-41.618122,Normal
-787.3707,92.335434,80.24079,60.552177,37.275448,11.800153,-9.655357,-28.289516,-41.992123,-48.549664,-52.83588,-50.124294,-42.014477,Normal
-793.22876,87.11011,74.73568,56.264442,37.302933,15.369739,-3.1237292,-20.25131,-34.427574,-42.766888,-46.030613,-45.440002,-41.270027,Normal
-795.2126,84.03449,72.36587,55.68705,37.438545,18.055403,-2.6636367,-18.715498,-31.96522,-41.959164,-46.01046,-45.171864,-41.39414,Normal
-782.0299,88.77424,69.71128,48.168377,30.078255,10.303691,-8.241067,-22.485983,-34.13774,-40.872246,-43.589386,-42.936626,-36.617542,Normal
-796.9578,84.251205,67.76262,51.45174,32.19282,14.332449,-3.6625304,-20.540827,-31.41214,-39.393993,-43.568146,-42.78797,-39.281414,Normal
-781.139,93.597595,70.092255,50.19858,30.87585,11.573102,-5.58399,-23.219074,-33.64685,-39.092525,-41.536312,-40.537453,-37.252502,Normal
-785.93555,84.54356,68.90487,51.110004,33.033123,12.1293745,-6.2448573,-20.456865,-35.155537,-42.404316,-43.88081,-42.459827,-37.16883,Normal
-789.9619,85.47049,69.470856,50.825012,30.75599,13.23662,-4.88109,-19.797707,-30.496311,-39.45124,-44.699196,-41.788876,-35.637894,Normal
-788.6096,88.79691,74.664444,55.77048,35.996418,14.85107,-5.6301646,-22.58513,-35.725937,-45.160515,-46.944233,-47.571346,-41.035286,Normal
-791.9416,80.5366,68.207115,51.42156,30.984468,14.103419,-3.478258,-19.573801,-32.875683,-39.51862,-44.200943,-44.2504,-38.654156,Normal
-797.28864,80.24207,69.87713,52.382954,34.239574,14.132552,-4.0329,-22.045876,-36.02712,-42.641582,-47.248493,-46.36647,-41.912174,Normal
-795.41394,82.37011,70.492035,53.178493,33.998512,13.815293,-3.8035827,-20.941051,-34.30978,-44.63352,-46.821575,-44.00835,-41.023975,Normal
-800.11316,75.00134,66.86063,50.839165,34.082027,14.839719,-4.330148,-20.889118,-34.52031,-43.35486,-45.809135,-44.315292,-38.907295,Normal
-796.33856,81.446846,72.34053,53.684452,33.392757,11.969289,-6.4222608,-24.341005,-36.376507,-45.65538,-48.375294,-45.915634,-43.110683,Normal
-805.8311,72.37742,63.70226,50.00484,31.167355,13.054314,-3.2235284,-19.709911,-31.954056,-42.369514,-46.193985,-45.290676,-39.6756,Normal
-792.71814,84.65637,73.025505,55.58905,35.61821,13.964826,-7.7224708,-25.021803,-38.662052,-46.514267,-49.509888,-47.446526,-41.86636,Normal
-800.4947,75.222275,66.31263,51.819515,33.811558,14.106598,-4.500095,-20.416494,-34.1768,-41.153362,-44.194412,-44.420006,-40.119972,Normal
-798.87994,73.57922,62.1305,47.368042,28.612833,9.617039,-5.521928,-20.875584,-33.577354,-39.538826,-43.009945,-43.948444,-36.70022,Normal
-791.5261,87.29698,72.70854,53.315323,32.7167,12.594286,-6.1340275,-21.618721,-35.168907,-42.88051,-44.315475,-41.343887,-39.670628,Normal
-793.8621,79.38898,66.16929,50.666035,33.87632,14.856922,-5.0458183,-22.887457,-34.52396,-42.577583,-46.146996,-44.920834,-41.844162,Normal
-790.23236,85.87951,73.53384,55.7419,33.04216,12.608291,-7.042531,-25.382378,-39.88588,-47.71297,-50.451588,-47.609364,-45.280632,Normal
-797.7312,84.617325,71.77971,53.192616,33.21807,13.808794,-3.3870208,-20.330896,-32.090565,-41.65503,-42.21401,-42.486023,-34.823956,Normal
-790.9794,85.216064,71.328766,52.02174,32.069626,11.5249815,-6.7660074,-24.876253,-38.12879,-45.53138,-46.830273,-46.61327,-41.463375,Normal
-782.1351,95.57262,76.82355,54.66793,32.78796,12.888257,-7.6128607,-24.67646,-36.331657,-45.29199,-48.32555,-46.491253,-41.289406,Normal
-786.80756,87.83441,71.59124,50.20701,30.596434,13.226392,-6.223887,-21.70892,-33.69356,-41.351223,-44.862877,-44.05515,-39.021976,Normal
-790.48553,92.07628,78.17934,54.57618,35.212822,11.400133,-9.097375,-27.814898,-39.554707,-46.050713,-48.55766,-47.38754,-42.68413,Normal
-790.10486,92.20853,80.84879,59.735188,34.94388,15.265599,-8.276396,-27.390186,-41.23874,-48.56502,-52.9981,-46.788586,-40.987755,Normal
